('electric circuit analysis iii', 'ee 212')
('continuous-time signals and systems', 'ee 228')
('electric circuit analysis laboratory ii', 'ee 241')
('electric circuit analysis laboratory iii', 'ee 242')
('electric circuits laboratory', 'ee 251')
('energy conversion electromagnetics', 'ee 255')
('energy conversion electromagnetics laboratory', 'ee 295')
('semiconductor device electronics', 'ee 306')
('digital electronics and integrated circuits', 'ee 307')
('analog electronics and integrated circuits', 'ee 308')
('electronics', 'ee 321')
('discrete time signals and systems', 'ee 328')
('microcontroller-based systems design', 'ee 329')
('electromagnetic fields and transmission', 'ee 335')
('semiconductor device electronics laboratory', 'ee 346')
('digital electronics and integrated circuits laboratory', 'ee 347')
('analog electronics and integrated circuits laboratory', 'ee 348')
('electronics laboratory', 'ee 361')
('signals and systems laboratory', 'ee 368')
('electromagnetic fields and transmission laboratory', 'ee 375')
('special problems', 'ee 400')
('electromagnetic waves', 'ee 402')
('power systems analysis i', 'ee 406')
('electronic design', 'ee 409')
('power electronics i', 'ee 410')
('communication systems design', 'ee 415')
('alternating current machines', 'ee 417')
('computer-aided design of vlsi devices', 'ee 431')
('digital control systems', 'ee 432')
('electronic design laboratory', 'ee 449')
('solar photovoltaic system engineering', 'ee 450')
('senior project preparation', 'ee 460')
('senior project i', 'ee 461')
('senior project ii', 'ee 462')
('digital control systems laboratory', 'ee 472')
('communication networks and systems laboratory', 'ee 475')
('cooperative education experience', 'ee 493')
('cooperative education experience', 'ee 494')
('cooperative education experience', 'ee 495')
('individual study', 'ee 500')
('discrete time filters', 'ee 515')
('digital systems design', 'ee 523')
('stochastic processes', 'ee 525')
('digital image processing', 'ee 528')
('graduate seminar', 'ee 563')
('cooperative education experience', 'ee 594')
('cooperative education experience', 'ee 595')
('design project (thesis)', 'ee 599')
('introduction to engineering', 'engr 110')
('introduction to design thinking', 'engr 234')
('engineering professional success', 'engr 301')
('special problems for advanced undergraduates', 'engr 400')
('interdisciplinary senior design project i', 'engr 459')
('senior project', 'engr 462')
('interdisciplinary entrepreneurial senior design project i', 'engr 463')
('cooperative education experience', 'engr 494')
('cooperative education experience', 'engr 495')
('individual study', 'engr 500')
('cooperative education experience', 'engr 594')
('cooperative education experience', 'engr 595')
('industry sponsored project experience', 'engr 596')
('design project (thesis)', 'engr 599')
('introduction to the environmental engineering profession', 'enve 111')
('environmental fluid mechanics', 'enve 264')
('engineering for the environment', 'enve 323')
('introduction to air pollution', 'enve 324')
('fundamentals of environmental engineering', 'enve 331')
('special problems', 'enve 400')
('environmental engineering research', 'enve 405')
('environmental engineering design competition', 'enve 407')
('water and wastewater treatment design', 'enve 438')
('senior project design laboratory i', 'enve 466')
('environmental engineering of energy', 'enve 480')
('environmental nanotechnology', 'enve 490')
('cooperative education experience', 'enve 495')
('individual study', 'enve 500')
('physico-chemical water and wastewater treatment', 'enve 535')
('sustainable environmental engineering', 'enve 542')
('design project (thesis)', 'enve 599')
('writing and rhetoric stretch (part i)', 'engl 131')
('multilingual writing and rhetoric', 'engl 133')
('writing and rhetoric', 'engl 134')
('writing and rhetoric tutorial', 'engl 135')
('writing arguments', 'engl 145')
('writing arguments about stem', 'engl 147')
('writing tutorial', 'engl 150')
('sequence i: fifth century to fifteenth century', 'engl 203')
('sequence ii: sixteenth century to late seventeenth century', 'engl 204')
('introduction to writing studies', 'engl 220')
('british literature: 1789 to the present', 'engl 231')
('american literature: beginnings to 1865', 'engl 241')
('american literature: 1830 to the present', 'engl 242')
('introduction to classical literature', 'engl 251')
('introduction to medieval through enlightenment literature', 'engl 252')
('introduction to linguistics', 'engl 290')
('sequence v: mid-nineteenth century to late nineteenth century', 'engl 304')
('corporate communication', 'engl 310')
('advanced rhetorical inquiry and composing', 'engl 311')
('british literature: beginnings to 1485', 'engl 330')
('british literature: 1798-1832', 'engl 333')
('introduction to shakespeare', 'engl 339')
('american literature: 1865-1914', 'engl 341')
('ethnic american literature', 'engl 346')
('african american literature', 'engl 347')
('theory and practice of peer-to-peer writing instruction', 'engl 368')
('topics on gender representations in film', 'engl 373')
('literary themes', 'engl 380')
('diversity in twentieth and twenty-first century american literature', 'engl 381')
('lgbt literature and media', 'engl 382')
('fiction writing', 'engl 387')
('poetry writing', 'engl 388')
('topics in applied linguistics', 'engl 391')
('history of the english language', 'engl 395')
('internship', 'engl 408')
('teaching english in secondary schools', 'engl 424')
('topics in american literature', 'engl 449')
('topics in transatlantic and/or world literature', 'engl 459')
('senior project', 'engl 461')
('advanced creative writing: fiction', 'engl 487')
('advanced creative writing: poetry', 'engl 488')
('topics in applied language study', 'engl 495')
('theories of language learning and teaching', 'engl 497')
('introduction to english studies', 'engl 501')
('seminar in critical analysis', 'engl 502')
('pedagogical approaches to composition', 'engl 506')
('seminar in special topics', 'engl 513')
('graduate project', 'engl 598')
('principles of environmental design', 'edes 123')
('sustainable environments', 'edes 406')
('individual study', 'esci 500')
('research planning', 'esci 501')
('advanced environmental science', 'esci 550')
('thesis', 'esci 599')
('orientation to the food science and nutrition majors', 'fsn 101')
('fundamentals of food', 'fsn 121')
('introduction to food science', 'fsn 125')
('special problems for undergraduates', 'fsn 200')
('introduction to human nutrition', 'fsn 202')
('food and nutrition: customs and culture', 'fsn 250')
('elements of food safety', 'fsn 275')
('writing in nutrition science', 'fsn 281')
('maternal and child nutrition', 'fsn 310')
('nutrition in aging', 'fsn 315')
('the science of food for the consumer', 'fsn 319')
('contemporary issues in food choice and preparation', 'fsn 321')
('culinary internship', 'fsn 323')
('introduction to principles of food engineering', 'fsn 330')
('macronutrient metabolism', 'fsn 331')
('micronutrient metabolism', 'fsn 332')
('nutrient metabolism lab', 'fsn 333')
('food quality assurance', 'fsn 335')
('foodservice operations i', 'fsn 343')
('food chemistry', 'fsn 364')
('food laws and regulations', 'fsn 374')
('critical evaluation of nutrition research', 'fsn 381')
('special problems for advanced undergraduates', 'fsn 400')
('food product development', 'fsn 408')
('nutrition education and communications', 'fsn 415')
('nutrition and foodservice systems management', 'fsn 426')
('medical nutrition therapy i', 'fsn 431')
('medical nutrition therapy ii', 'fsn 432')
('medical nutrition therapy iii', 'fsn 433')
('food science senior project - scientific and technical writing course', 'fsn 457')
('food science senior project - research', 'fsn 458')
('food science senior project - internship', 'fsn 459')
('senior project i', 'fsn 461')
('senior project ii', 'fsn 462')
('professional practice in nutrition and dietetics', 'fsn 463')
('individual study', 'fsn 500')
('orientation to graduate studies', 'fsn 505')
('metabolic and molecular aspects of minerals', 'fsn 530')
('chemistry of food systems', 'fsn 564')
('current nutrition research', 'fsn 582')
('thesis', 'fsn 599')
('elementary french i', 'fr 101')
('intermediate french i', 'fr 201')
('critical reading in french literature', 'fr 233')
('human geography', 'geog 150')
('special problems for undergraduates', 'geog 200')
('applications in gis', 'geog 218')
('physical geography', 'geog 250')
('global geography', 'geog 308')
('the global environment', 'geog 350')
('geography of the caribbean', 'geog 380')
('special problems for advanced undergraduates', 'geog 400')
('senior project i', 'geog 461')
('senior project ii', 'geog 462')
('internship', 'geog 465')
('special problems for undergraduates', 'geol 200')
('physical geology', 'geol 201')
('geologic excursions', 'geol 206')
('physical geology laboratory', 'geol 241')
('physical models in the geosciences', 'geol 301')
('special problems for advanced undergraduates', 'geol 400')
('structural geology', 'geol 415')
('applied geophysics', 'geol 420')
('elementary german i', 'ger 101')
('intermediate german i', 'ger 201')
('critical reading in german literature', 'ger 233')
('independent study', 'gsb 500')
('individual research', 'gsb 501')
('quantitative analysis', 'gsb 512')
('organizational behavior', 'gsb 513')
('the legal and regulatory environment of business', 'gsb 514')
('data management for business analytics', 'gsb 520')
('marketing management', 'gsb 524')
('graduate internship in business', 'gsb 539')
('effective communication skills for managers', 'gsb s529 ssd')
('introduction to graphic communication', 'grc 101')
('special problems for undergraduates', 'grc 200')
('digital publishing systems', 'grc 201')
('materials for graphic communication applications', 'grc 211')
('materials for graphic communication applications: theory', 'grc 212')
('introduction to applied social media in graphic communication', 'grc 220')
('binding and finishing processes', 'grc 224')
('digital photography and color management', 'grc 301')
('digital typography for print and web', 'grc 318')
('managing quality in graphic communication', 'grc 320')
('advanced digital typography', 'grc 322')
('offset printing technology', 'grc 328')
('printed electronics and product development', 'grc 329')
('consumer packaging', 'grc 337')
('packaging graphics technology and design', 'grc 347')
('marketing and sales management for print and digital media', 'grc 361')
('applied graphic communication practices', 'grc 372')
('web and print publishing', 'grc 377')
('special problems for advanced undergraduates', 'grc 400')
('data management estimating and visualization in graphic communication', 'grc 404')
('user experience methods for digital innovation', 'grc 433')
('book design technology', 'grc 439')
('design reproduction topics in graphic communication', 'grc 453')
('senior project - independent study', 'grc 461')
('senior project', 'grc 462')
('senior project - applied practices', 'grc 463')
('cooperative education experience', 'grc 485')
('cooperative education experience', 'grc 495')
('orientation to public health', 'hlth 101')
('introductory undergraduate research', 'hlth 201')
('healthy living', 'hlth 250')
('personal health: a multicultural approach', 'hlth 255')
("women's health issues", 'hlth 260')
('introduction to community and public health', 'hlth 265')
('assessment team for health promotion activities', 'hlth 280')
('health ambassadors', 'hlth 281')
('medical terminology', 'hlth 297')
('introduction to epidemiology', 'hlth 298')
('drugs in society', 'hlth 305')
('health behavior theory', 'hlth 334')
('early fieldwork experience', 'hlth 337')
('special problems for advanced undergraduates', 'hlth 400')
('research methods in public health settings', 'hlth 402')
('stress health and chronic illness', 'hlth 405')
('health promotion program planning', 'hlth 434')
('kinesiology/public health practicum', 'hlth 440')
('health education for teachers', 'hlth 443')
('obesity prevention and treatment', 'hlth 453')
('experiential senior project', 'hlth 460')
('senior project report', 'hlth 461')
('research senior project', 'hlth 462')
('public health internship', 'hlth 463')
('introduction to the study of history', 'hist 100')
('western civilization: ancient to renaissance', 'hist 110')
('united states history to 1865', 'hist 201')
('united states history since 1865', 'hist 202')
('american cultures', 'hist 206')
('modern political economy', 'hist 213')
('comparative social movements', 'hist 216')
('world history 1000 - 1800', 'hist 222')
('world history 1800 - present', 'hist 223')
('the world at war', 'hist 225')
('research and writing seminar in history', 'hist 303')
('historiography', 'hist 304')
('the witch-hunts in europe 1400-1800', 'hist 306')
('modern middle east', 'hist 313')
('the lure of the sea', 'hist 317')
('modern south and southeast asia', 'hist 319')
('united states foreign relations since 1898', 'hist 326')
('colonial latin america', 'hist 337')
('special problems for advanced undergraduates', 'hist 400')
('african-american history to 1865', 'hist 405')
('organizing and teaching history', 'hist 424')
('precolonial african history', 'hist 429')
('senior project i', 'hist 460')
('senior project ii', 'hist 461')
('history internship', 'hist 467')
('topics and issues in public engagements with history', 'hist 477')
('special problems for graduate students', 'hist 500')
('graduate seminar in east asian history', 'hist 507')
('graduate seminar in middle eastern history', 'hist 511')
('supervised reading for comprehensive exams', 'hist 512')
('thesis', 'hist 599')
('honors contract', 'hnrc 199')
('honors leadership experience', 'hnrc 200')
('honors contract', 'hnrc 399')
('honors professional social and global experience', 'hnrc 400')
('introduction to the honors community', 'hnrs 100')
('public speaking', 'hnrs 101')
('calculus ii', 'hnrs 142')
('calculus iii', 'hnrs 143')
('writing arguments', 'hnrs 145')
('special problems for undergraduates', 'hnrs 200')
('united states history since 1865', 'hnrs 202')
("introduction to women's and gender studies in the united states", 'hnrs 204')
('comparative social movements', 'hnrs 216')
('philosophical classics: ethics and political philosophy', 'hnrs 231')
('introduction to classical literature', 'hnrs 251')
('leadership: self evaluation', 'hnrs 261')
('honors group seminar', 'hnrs 299')
('critical issues in american politics', 'hnrs 338')
('speech and debate team', 'hnrs 351')
('honors track - research international and community service experience', 'hnrs 361')
("appropriate technology for the world's people: development", 'hnrs 391')
('special problems for advanced undergraduates', 'hnrs 400')
('honors capstone seminar', 'hnrs 461')
('introduction to industrial and manufacturing engineering', 'ime 101')
('manufacturing processes: net shape', 'ime 141')
('manufacturing processes: materials joining', 'ime 142')
('manufacturing processes: material removal', 'ime 143')
('introduction to design and manufacturing', 'ime 144')
('basic electronics manufacturing', 'ime 156')
('special problems for undergraduates', 'ime 200')
('introduction to enterprise analytics', 'ime 212')
('process improvement fundamentals', 'ime 223')
('additional engineering laboratory', 'ime 240')
('operations research i', 'ime 301')
('operations research ii', 'ime 305')
('data management and system design', 'ime 312')
('engineering economics', 'ime 314')
('financial decision making for engineers', 'ime 315')
('human factors engineering', 'ime 319')
('engineering test design and analysis', 'ime 326')
('test design and analysis in manufacturing engineering', 'ime 327')
('fundamentals of manufacturing engineering', 'ime 330')
('computer-aided manufacturing i', 'ime 335')
('manufacturing automation', 'ime 356')
('applications of enterprise analytics', 'ime 372')
('special problems for advanced undergraduates', 'ime 400')
('economic decision systems', 'ime 409')
('production planning and control systems', 'ime 410')
('supply chain and logistics management', 'ime 417')
('product-process design', 'ime 418')
('simulation', 'ime 420')
('ergonomics laboratory', 'ime 429')
('quality engineering', 'ime 430')
('engineering supervision i', 'ime 441')
('engineering supervision ii', 'ime 442')
('facilities planning and design', 'ime 443')
('senior design project i', 'ime 481')
('senior design project iii', 'ime 483')
('cooperative education experience', 'ime 495')
('individual study', 'ime 500')
('applied statistical methods in engineering', 'ime 503')
('graduate seminar', 'ime 507')
('systems engineering i', 'ime 510')
('engineering entrepreneurship', 'ime 577')
('graduate project/internship', 'ime 596')
('thesis', 'ime 599')
('student orientation college success and career readiness', 'itp 100')
('introduction to supply chain and packaging systems', 'itp 125')
('industrial safety and quality program leadership', 'itp 211')
('product modeling and communication', 'itp 233')
('packaging design fundamentals', 'itp 234')
('lean six sigma green belt', 'itp 303')
('product design and development', 'itp 326')
('packaging fundamentals', 'itp 330')
('packaging polymers and processing', 'itp 341')
('supply chain management in manufacturing and services', 'itp 371')
('special problems for advanced undergraduates', 'itp 400')
('lean and quality systems management', 'itp 403')
('lean six sigma green belt certification project', 'itp 404')
('professional technical selling', 'itp 406')
('packaging machinery and processes', 'itp 409')
('operations planning and control', 'itp 410')
('packaging sustainability', 'itp 411')
('cooperative education/internship', 'itp 419')
('applied industrial technology senior project seminar', 'itp 464')
('applied business and production management', 'itp 467')
('distribution packaging dynamics', 'itp 475')
('introduction to science technology & society', 'isla 123')
('introduction to interdisciplinary studies', 'isla 201')
('values and technology', 'isla 303')
('topics in public engagements with stem', 'isla 305')
('topics and issues in values media and culture', 'isla 320')
('media arts and technologies: storytelling', 'isla 340')
('interdisciplinary research methods', 'isla 355')
('independent study project', 'isla 400')
('internship', 'isla 465')
('elementary italian i', 'ital 101')
('intermediate italian i', 'ital 201')
('elementary japanese i', 'jpns 101')
('intermediate japanese i', 'jpns 201')
('introduction to journalism', 'jour 102')
('news reporting and writing', 'jour 203')
('agricultural communications', 'jour 205')
('media self and society', 'jour 218')
('multicultural society and the mass media', 'jour 219')
('introduction to multimedia journalism', 'jour 285')
('mass media law', 'jour 302')
('public affairs reporting', 'jour 304')
('public relations', 'jour 312')
('cal poly radio laboratory', 'jour 320')
('contemporary advertising', 'jour 331')
('broadcast news', 'jour 333')
('editing', 'jour 334')
('public relations writing and editing', 'jour 342')
('social media for strategic communication', 'jour 345')
('broadcast announcing and production', 'jour 346')
('advanced newspaper reporting practicum', 'jour 352')
('advanced broadcast journalism practicum', 'jour 353')
('visual communication for the mass media', 'jour 390')
('special problems for advanced undergraduates', 'jour 400')
('journalism ethics', 'jour 402')
('advanced public relations practice: ccpr', 'jour 415')
('copyright trademark patent and commercial speech in digital media', 'jour 418')
('media internship', 'jour 444')
('media management laboratory', 'jour 455')
('senior project', 'jour 460')
('senior media practicum', 'jour 462')
('basketball', 'kine 108')
('bowling', 'kine 109')
('cycling', 'kine 110')
('golf', 'kine 121')
('golf int.-adv.', 'kine 122')
('jogging', 'kine 125')
('yoga/pilates', 'kine 129')
('group fitness cardio/strength', 'kine 131')
('racquetball', 'kine 132')
('pickleball', 'kine 134')
('beginning swimming', 'kine 144')
('intermediate swimming', 'kine 145')
('advanced swimming and conditioning', 'kine 147')
('tennis', 'kine 148')
('volleyball', 'kine 151')
('beach volleyball', 'kine 152')
('weight training', 'kine 154')
('fitness walking', 'kine 176')
('orientation to kinesiology', 'kine 180')
('responding to emergencies: comprehensive first aid cpr aed', 'kine 181')
('introductory undergraduate research', 'kine 201')
('sport and exercise psychology', 'kine 266')
('assessment team for health promotion activities', 'kine 280')
('functional anatomy', 'kine 301')
('physiology of exercise', 'kine 303')
('pathophysiology and exercise', 'kine 304')
('motor development', 'kine 308')
('concepts and applications in elementary physical education', 'kine 310')
('motor learning and control', 'kine 312')
('introduction to research methods in kinesiology', 'kine 319')
('sport and gender', 'kine 323')
('sports media and american popular culture', 'kine 324')
('early fieldwork experience', 'kine 337')
('exercise testing and prescription for healthy populations', 'kine 349')
('special problems for advanced undergraduates', 'kine 400')
('managing exercise health and sport programs', 'kine 401')
('biomechanics', 'kine 403')
('adapted physical activity fieldwork', 'kine 438')
('electrocardiography', 'kine 445')
('nutrition for fitness and sport', 'kine 451')
('exercise metabolism', 'kine 454')
('personal and group fitness instruction', 'kine 459')
('experiential senior project', 'kine 460')
('senior project report', 'kine 461')
('research honors senior project', 'kine 462')
('exercise science and health promotion fieldwork', 'kine 463')
('introduction to landscape architecture', 'la 101')
('principles of design communication', 'la 170')
('design fundamentals i', 'la 202')
('history of modern and contemporary landscape architecture', 'la 212')
('landscape ecology: concepts issues and interrelationships', 'la 220')
('materials and techniques of landscape construction', 'la 243')
('design theory for landscape architects', 'la 320')
('cultural landscapes: people places and ethical decisions', 'la 330')
('internship', 'la 371')
('design theory and exploration focus studio', 'la 402')
('natural environments design focus studio', 'la 403')
('cultural environments design focus studio', 'la 404')
('project design and implementation focus studio', 'la 405')
('cad and digital media communications (ilc)', 'la 431')
('landscape ecology applications (ilc)', 'la 432')
('3d digital design communications (ilc)', 'la 437')
('gis application to design projects (ilc)', 'la 438')
('planting design (ilc)', 'la 439')
('senior design project focus studio', 'la 461')
('special problems for advanced undergraduates', 'laes 400')
('internship', 'laes 430')
('cooperative education experience', 'laes 485')
('cooperative education experience', 'laes 495')
('orientation to liberal studies', 'ls 201')
('visual arts in the elementary classroom', 'ls 211')
('constitutional issues in the history of u.s. and california education', 'ls 214')
('field experience in the elementary classroom i', 'ls 230')
('field experience in the elementary classroom ii', 'ls 250')
("children's literature in a diverse society", 'ls 255')
('liberal studies career preparation', 'ls 301')
('performing arts in the elementary classroom', 'ls 370')
('special problems for advanced undergraduates', 'ls 400')
('advanced science/engineering integration for the k-8 classroom', 'ls 413')
('senior project seminar', 'ls 461')
('orientation to marine sciences', 'msci 100')
('marine ecology', 'msci 300')
('biological oceanography', 'msci 301')
('marine science outreach', 'msci 401')
('ocean sampling techniques', 'msci 403')
('marine botany', 'msci 437')
('communicating ocean sciences to informal audiences', 'msci 440')
('introduction to materials engineering design i', 'mate 110')
('special problems for undergraduates', 'mate 200')
('materials engineering', 'mate 210')
('materials laboratory i', 'mate 215')
('materials laboratory ii', 'mate 225')
('materials ethics and society', 'mate 232')
('transport phenomena i', 'mate 325')
('electronic materials systems', 'mate 340')
('living in a material world', 'mate 359')
('kinetics of materials and process design', 'mate 370')
('special problems for advanced undergraduates', 'mate 400')
('biopolymers and bionanocomposites', 'mate 420')
('ceramics and glasses', 'mate 422')
('fracture and failure analysis', 'mate 450')
('composite materials systems', 'mate 480')
('senior project i', 'mate 482')
('individual study', 'mate 500')
('design project (thesis)', 'mate 599')
('stretch precalculus algebra i', 'math 115')
('precalculus algebra', 'math 118')
('precalculus trigonometry', 'math 119')
('calculus i', 'math 141')
('calculus ii', 'math 142')
('calculus iii', 'math 143')
('calculus workshop i', 'math 151')
('calculus workshop ii', 'math 152')
('calculus workshop iii', 'math 153')
('calculus for the life sciences ii', 'math 162')
('orientation to mathematics major', 'math 202')
('linear algebra i', 'math 206')
('mathematics for elementary teaching i', 'math 227')
('calculus iv', 'math 241')
('linear analysis i', 'math 244')
('methods of proof in mathematics', 'math 248')
('calculus workshop iv', 'math 251')
('linear analysis workshop i', 'math 254')
('methods of proof in mathematics workshop', 'math 258')
('technology in mathematics education', 'math 300')
('linear algebra ii', 'math 306')
('introduction to linear algebra workshop ii', 'math 316')
('mathematics for elementary teaching iii', 'math 329')
('algebraic thinking with technology', 'math 330')
('graph theory', 'math 335')
('combinatorial math', 'math 336')
('linear analysis ii', 'math 344')
('putnam exam seminar', 'math 370')
('math modeling seminar', 'math 371')
('special problems for advanced undergraduates', 'math 400')
('introduction to differential geometry', 'math 404')
('complex analysis i', 'math 408')
('introduction to analysis i', 'math 412')
('partial differential equations', 'math 418')
('introduction to analysis i workshop', 'math 422')
('organizing and teaching mathematics', 'math 424')
('discrete mathematics with applications i', 'math 435')
('senior project seminar', 'math 459')
('senior project applied seminar', 'math 460')
('senior project i', 'math 461')
('senior project ii', 'math 462')
('abstract algebra i', 'math 481')
('cooperative education experience', 'math 485')
('abstract algebra i workshop', 'math 491')
('cooperative education experience', 'math 495')
('individual study', 'math 500')
('analytic methods in applied mathematics', 'math 501')
('graduate teaching seminar', 'math 505')
('discrete mathematics with applications i', 'math 530')
('transition to graduate mathematics', 'math 548')
('real analysis', 'math 550')
('graduate algebra', 'math 561')
('thesis', 'math 599')
('stretch precalculus algebra i workshop', 'math 95')
('introduction to mechanical engineering i', 'me 128')
('introduction to composite materials manufacturing', 'me 161')
('freshmen orientation to mechanical engineering', 'me 163')
('engineering statics', 'me 211')
('engineering dynamics', 'me 212')
('engineering design communication', 'me 228')
('philosophy of design', 'me 234')
('measurement and engineering data analysis', 'me 236')
('introduction to detailed design with solid modeling', 'me 251')
('introduction to mechanical engineering for transfer students', 'me 263')
('introduction to mechanical engineering for transfers lab', 'me 264')
('thermodynamics i', 'me 302')
('thermodynamics ii', 'me 303')
('introduction to mechatronics', 'me 305')
('engineering principles in everyday life', 'me 313')
('mechanical vibrations', 'me 318')
('introduction to system dynamics', 'me 322')
('intermediate dynamics', 'me 326')
('design for strength and stiffness', 'me 328')
('mechanical systems design', 'me 329')
('fluid mechanics i', 'me 341')
('heat transfer', 'me 343')
('fluid mechanics ii', 'me 347')
('special problems for advanced undergraduates', 'me 400')
('access by design: introduction to rehabilitation engineering', 'me 403')
('applied finite element analysis', 'me 404')
('composite materials analysis and design', 'me 412')
('ground vehicle dynamics and design', 'me 416')
('thermal system design and simulation', 'me 420')
('mechanical control systems', 'me 422')
('senior design project i', 'me 428')
('senior design project ii', 'me 429')
('senior design project iii', 'me 430')
('nuclear energy power generation', 'me 437')
('design of machinery', 'me 442')
('hvac air and water distribution system design', 'me 456')
('building heating and cooling loads', 'me 458')
('cooperative education experience', 'me 493')
('cooperative education experience', 'me 494')
('cooperative education experience', 'me 495')
('individual study', 'me 500')
('continuum mechanics and elasticity', 'me 501')
('mechanical control system design', 'me 507')
('dynamics and thermodynamics of compressible flow', 'me 542')
('advanced heat transfer i', 'me 552')
('graduate seminar', 'me 563')
('design project (thesis)', 'me 599')
('microbiology', 'mcro 221')
('general microbiology i', 'mcro 224')
('emerging infectious diseases', 'mcro 320')
('food microbiology', 'mcro 421')
('medical microbiology', 'mcro 423')
('microbial biotechnology', 'mcro 433')
('foundation of officership i', 'msl 101')
('foundations of leadership i', 'msl 201')
("leader's training course", 'msl 212')
('ranger challenge', 'msl 229')
('tactical leadership i', 'msl 301')
('leadership development and assessment course', 'msl 314')
('special problems for advanced undergraduates', 'msl 400')
('developmental leadership i', 'msl 401')
('introduction to music theory', 'mu 101')
('music theory i: diatonic materials', 'mu 103')
('musicianship i', 'mu 104')
('music appreciation', 'mu 120')
('applied music', 'mu 150')
('beginning class piano', 'mu 151')
('beginning guitar', 'mu 155')
('piano skills i', 'mu 161')
('university jazz band', 'mu 170')
('instrumental ensembles', 'mu 171')
('wind orchestra', 'mu 172')
('wind ensemble', 'mu 173')
('symphony orchestra', 'mu 174')
('mustang band', 'mu 176')
('field show marching skills', 'mu 178')
('polyphonics', 'mu 181')
("advanced women's chorus", 'mu 182')
('university singers', 'mu 185')
('chamber choir', 'mu 186')
('arab music ensemble', 'mu 188')
('vocal practicum', 'mu 189')
('special problems for undergraduates', 'mu 200')
('musicianship iv', 'mu 210')
('jazz styles', 'mu 221')
('applied music', 'mu 250')
('piano skills iv', 'mu 261')
('accelerated piano skills', 'mu 265')
('music theory iii: advanced chromaticism', 'mu 303')
('sound design: technologies', 'mu 311')
('music research and writing', 'mu 320')
('music and society', 'mu 324')
('conducting: fundamentals', 'mu 340')
('applied music', 'mu 350')
('university jazz band', 'mu 370')
('instrumental ensemble', 'mu 371')
('wind orchestra', 'mu 372')
('wind ensemble', 'mu 373')
('symphony orchestra', 'mu 374')
('mustang band', 'mu 376')
('field show marching skills', 'mu 378')
('polyphonics', 'mu 381')
("advanced women's chorus", 'mu 382')
('university singers', 'mu 385')
('chamber choir', 'mu 386')
('arab music ensemble', 'mu 388')
('vocal practicum', 'mu 389')
('special problems for advanced undergraduates', 'mu 400')
('music of the classic and romantic eras', 'mu 431')
('applied music', 'mu 450')
('senior project', 'mu 461')
('careers in natural resources management and environmental sciences', 'nr 140')
('introduction to forest ecosystem management', 'nr 141')
('environmental management', 'nr 142')
('special problems for undergraduates', 'nr 200')
('dendrology', 'nr 208')
('land and resource measurements', 'nr 215')
('introduction to geographic information systems (gis)', 'nr 218')
('intercollegiate forestry activities', 'nr 290')
('agroecology', 'nr 304')
('natural resource ecology and habitat management', 'nr 306')
('fire and society', 'nr 308')
('global climate change', 'nr 310')
('technology of wildland fire management', 'nr 312')
('watershed processes and management', 'nr 320')
('human dimensions in natural resources management', 'nr 323')
('natural resources economics and valuation', 'nr 326')
('environmental leadership and community engagement', 'nr 328')
('conflict management in natural resources', 'nr 335')
('internship in forest and natural resources', 'nr 339')
('urban forestry', 'nr 350')
('ethnicity and the land', 'nr 360')
('undergraduate seminar', 'nr 363')
('silviculture and fuels management', 'nr 365')
('special problems for advanced undergraduates', 'nr 400')
('forest health', 'nr 402')
('environmental law', 'nr 404')
('water resource law and policy', 'nr 408')
('environmental impact analysis and management', 'nr 416')
('applied gis', 'nr 418')
('applied resource analysis and assessment', 'nr 425')
('systems thinking in environmental management', 'nr 445')
('graduate internship in forest resources', 'nr 539')
('introduction to philosophy', 'phil 101')
('logic and argumentative writing', 'phil 126')
('philosophical classics: knowledge and reality', 'phil 230')
('philosophical classics: ethics and political philosophy', 'phil 231')
('symbolic logic', 'phil 241')
('ethics bowl', 'phil 285')
('aristotle and hellenistic philosophy', 'phil 310')
('medieval philosophy', 'phil 312')
('early modern empiricism', 'phil 314')
('phenomenology', 'phil 318')
('philosophy of science', 'phil 321')
('ethics science and technology', 'phil 323')
('robot ethics', 'phil 327')
('ethics', 'phil 331')
('social ethics', 'phil 335')
('feminist ethics gender sexuality and society', 'phil 336')
('biomedical ethics', 'phil 339')
('environmental ethics', 'phil 340')
('philosophy of religion', 'phil 342')
('advanced ethics bowl', 'phil 385')
('special problems for advanced undergraduates', 'phil 400')
('epistemology', 'phil 412')
('philosophy of mind', 'phil 422')
('special topics in the history of philosophy', 'phil 429')
('senior project preparation', 'phil 459')
('senior project i', 'phil 460')
('senior project ii', 'phil 461')
('baseball', 'pem 182')
('basketball', 'pem 183')
('cross country', 'pem 184')
('football', 'pem 185')
('soccer', 'pem 189')
('swimming', 'pem 191')
('tennis', 'pem 192')
('track & field', 'pem 193')
('golf', 'pem 195')
('wrestling', 'pem 196')
('basketball', 'pew 183')
('cross country', 'pew 184')
('soccer', 'pew 189')
('softball', 'pew 190')
('swimming', 'pew 191')
('tennis', 'pew 192')
('track and field', 'pew 193')
('volleyball', 'pew 194')
('golf', 'pew 195')
('beach volleyball', 'pew 196')
('matter and energy', 'psc 101')
('physical oceanography', 'psc 201')
("appropriate technology for the world's people: development", 'psc 391')
('organizing and teaching science', 'psc 424')
("appropriate technology for the world's people: development", 'psc 491')
('introductory physics', 'phys 104')
('college physics i', 'phys 121')
('college physics ii', 'phys 122')
('college physics iii', 'phys 123')
